sector,area,brand,Model Group,Model,Sub Model,sub_segment,year,treatment_class,original_registrations,cleaned_registrations,redistributed_in
DY3,DY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
DY7,DY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
E14 7,E,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
E16,E,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
E8 3,E,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
EC1A 7,EC,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
EC4A 1,EC,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,3,3.0,0.0
EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EH12 6,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,3,2.4000000000000004,0.0
EH16 5,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
EH21 7,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EH4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EH4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
EH41 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EH45 8,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
EH9,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EH9,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
EN5,EN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
EN6,EN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EN7,EN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EX23 8,EX,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
EX39 5,EX,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
FK14 7,FK,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
FK6,FK,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
FY5,FY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
FY8,FY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
FY8,FY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G12 8,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G13 1,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G41 5,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G43 2,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G46 6,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G46 7,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G61 4,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G63 9,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G66 3,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G72 7,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
G72 7,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G74 4,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G74 5,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
G77 5,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
G77 5,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G77 6,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
G82 5,G,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GL13 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GL17 0,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GL2,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
GL20 7,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GL4,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
GL5,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GL50 2,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GL51 3,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
GL51 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,2,2.0,0.0
GL51 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,3,2.4000000000000004,0.0
GL51 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,0.8,0.0
GL51 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,3,2.4000000000000004,0.0
GL52 6,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
GL52 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GL53 8,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
GL53 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
GL56 9,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GL7,GL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
GU1,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU1,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GU11,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,5,5.0,0.0
GU11,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GU15 3,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU16 9,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU25 4,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU27 3,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU3,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GU30 7,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
GU32 1,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU34 5,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU34 5,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GU4,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
GU6,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
GU8,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
GU9,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HA6,HA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HA6,HA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HA9,HA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HD6,HD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
HD8,HD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HD8,HD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,2,2.0,0.0
HD9,HD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
HG1,HG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HG1,HG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HG3,HG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
HG3,HG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HG4,HG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP1,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HP10 8,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP14 3,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HP14 3,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP15 6,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP16 9,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP2,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HP22 4,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HP27 0,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP4,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HP6,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP7,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HP8,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HP9,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HP9,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HR1,HR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HR4,HR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
HU11 4,HU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HU14 3,HU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HU7,HU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
HU7,HU,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
HX3,HX,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
IG10 1,IG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
IG10 1,IG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
IG10 4,IG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
IG7,IG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
IG7,IG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
IP1,IP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
IP14 6,IP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,2,2.0,0.0
KA23 9,KA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KA3,KA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KA4,KA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KT1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT10 8,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT10 9,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
KT11 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT11 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KT11 2,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
KT11 2,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
KT11 2,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
KT11 2,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KT12 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,3,2.4000000000000004,0.0
KT12 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,2,1.6000000000000003,0.0
KT12 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,0.8000000000000002,0.0
KT12 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,3,2.4000000000000004,0.0
KT12 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,1,1.0,0.0
KT12 5,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT13 0,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT13 0,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KT2,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT20 6,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT20 6,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KT20 7,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT22 0,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
KT22 0,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,2,2.0,0.0
KT22 8,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
KT4,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT6,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KT8,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
KY2,KY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
L22,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
L23 8,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
L23 8,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
L39 5,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
L39 6,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
L39 6,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
L39 7,L,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LA4,LA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
LA6,LA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LA8,LA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE1,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LE10 1,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
LE10 2,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LE10 2,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE10 3,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE12 6,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LE12 6,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE12 8,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
LE13 0,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE14 2,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
LE15 8,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE17 5,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
LE65 2,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
LE67 1,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE67 8,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
LE7,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
LE7,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LE7,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE8,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LE9,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
LE9,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LL13 0,LL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LL30 2,LL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LN6,LN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LS1,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LS1,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
LS12 2,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
LS12 2,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
LS12 6,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,7,3.5,0.0
LS12 6,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,3,2.4000000000000004,0.0
LS12 6,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,0.8,0.0
