sector,area,brand,Model Group,Model,Sub Model,sub_segment,year,treatment_class,original_registrations,cleaned_registrations,redistributed_in
HA6,HA,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,2,2.0051194539249146,0.005119453924914676
HD8,HD,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HD8,HD,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HD8,HD,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
HG1,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HG2,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,2,2.0049668874172184,0.004966887417218543
HG2,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HG2,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HG2,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
HG3,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HG3,HG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HG4,HG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HP10 8,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HP10 8,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HP10 8,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HP14 3,HP,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HP18 9,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
HP22 4,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
HP23 6,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HP4,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HP4,HP,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HP7,HP,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HP8,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HP8,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HP9,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,2,2.0036429872495445,0.0036429872495446257
HP9,HP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HR1,HR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HR9,HR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
HR9,HR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HU17 8,HU,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HX2,HX,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
HX2,HX,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
HX3,HX,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
IG10 1,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
IG10 1,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
IG7,IG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
IG7,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
IG7,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,2,2.0,0.0
IG8,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
IG8,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
IG9,IG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
IP24 3,IP,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
IP25 7,IP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
IV2,IV,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,2,2.0051194539249146,0.005119453924914676
IV2,IV,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
KA1,KA,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
KA7,KA,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
KT10 9,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
KT10 9,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
KT11 2,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,3,3.0054644808743167,0.005464480874316939
KT12 1,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,2,2.0036429872495445,0.0036429872495446257
KT12 5,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
KT13 0,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
KT13 0,KT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,2,2.0049668874172184,0.004966887417218543
KT13 0,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,2,2.0036429872495445,0.0036429872495446257
KT13 0,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
KT17 1,KT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
KT2,KT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
KT20 6,KT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
KT20 6,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
KT20 6,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
KT20 6,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
KT22 0,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
KT22 0,KT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
KT22 0,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
KT24 6,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
KT3,KT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
L25 3,L,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
L25 3,L,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
L37 1,L,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
L37 3,L,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
L40 1,L,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
L40 7,L,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LA23 3,LA,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LA3,LA,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,2,2.0049668874172184,0.004966887417218543
LE11 3,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE12 5,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LE12 8,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE12 8,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,2,2.0036429872495445,0.0036429872495446257
LE12 9,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE14 2,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE14 2,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LE14 3,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE15 7,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LE15 8,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE15 8,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE15 8,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LE16 8,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LE17 5,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,2,2.0049668874172184,0.004966887417218543
LE17 5,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE2,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE2,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LE4,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE4,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE5,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE5,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE5,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LE67 2,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE67 2,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LE7,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LE7,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE7,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,3,3.007679180887372,0.007679180887372013
LE9,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LE9,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LL12 8,LL,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LL13 0,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LL13 0,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LL13 0,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,2,2.0,0.0
LL28 5,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LL29 6,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LL31 9,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LL31 9,LL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LN11 0,LN,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LN11 0,LN,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LN12 1,LN,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LN2,LN,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LN9,LN,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LS1,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LS12 6,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,dealer,3,2.4000000000000004,0.0
LS12 6,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,dealer,4,3.2,0.0
LS14 3,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LS15 4,LS,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LS15 4,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LS17 7,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LS17 8,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LS18 5,LS,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LS22 4,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LS22 4,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LS22 5,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LS25 5,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LS25 5,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LS25 5,LS,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
LU1,LU,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
LU6,LU,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
LU6,LU,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
LU6,LU,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M11 2,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
M11 2,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
M15 4,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
M15 4,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M15 4,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
M20 1,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M20 2,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M24,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M24,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
M28 1,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
M28 1,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M28 2,M,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
M28 2,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
M41 5,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
M45 7,M,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
ME17 3,ME,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
ME17 4,ME,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
ME19 4,ME,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
ME19 6,ME,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
MK17 9,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
MK18 1,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
MK18 5,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
MK19 6,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
MK40 3,MK,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,2,2.0049668874172184,0.004966887417218543
MK40 4,MK,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
MK43 0,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
MK44 2,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
MK45 4,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
MK8,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
ML1,ML,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
ML1,ML,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
ML11 7,ML,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
ML5,ML,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
ML9,ML,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
N10 2,N,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,2,2.0036429872495445,0.0036429872495446257
N13 4,N,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
N20,N,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
N20,N,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
N20,N,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
N20 8,N,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
N5 1,N,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
NE13 9,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,2,2.0051194539249146,0.005119453924914676
NE2,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,2,2.0051194539249146,0.005119453924914676
NE20 9,NE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,2,2.0049668874172184,0.004966887417218543
NE22 6,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
NE25 9,NE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NE3,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
NE30 2,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
NE61 3,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
NE65 0,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
NG10 3,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
NG11 6,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG11 6,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
NG12 5,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG13 9,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG13 9,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,1,1.0018214936247722,0.0018214936247723129
NG13 9,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
NG14 5,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG14 5,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2025,keep,1,1.0,0.0
NG14 7,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
NG15 6,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2023,keep,2,2.0036429872495445,0.0036429872495446257
NG15 8,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG15 9,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG15 9,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
NG18 4,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,2022,keep,1,1.0024834437086092,0.0024834437086092716
NG18 4,NG,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,2024,keep,1,1.0025597269624573,0.002559726962457338
