month,year,sector,area,brand,Model Group,Model,Sub Model,sub_segment,treatment_class,original_registrations,cleaned_registrations
2023-10,2023,SW10 0,SW,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,SW3,SW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,SW7,SW,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Spectre,Rolls-Royce Spectre,Upper GT,keep,1,1.0
2023-10,2023,W14 8,W,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,W8 5,W,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,2,2.0036429872495445
2023-10,2023,W8 5,W,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-10,2023,W8 6,W,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,W8 6,W,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0105263157894737
2023-10,2023,KT6,KT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,WF12 0,WF,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,LS12 2,LS,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-10,2023,LS17 8,LS,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,LS26 8,LS,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0
2023-10,2023,LE1,LE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,LE5,LE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,BT27 5,BT,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,M11 2,M,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2023-10,2023,M13,M,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,LE14 2,LE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,NG13 0,NG,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,MK15 8,MK,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,MK15 8,MK,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,MK8,MK,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,SA13 2,SA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,SA8,SA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,BH24 3,BH,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,SP6,SP,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,NE1,NE,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,NE2,NE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,KA23 9,KA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,DT11 0,DT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,DN37 0,DN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0
2023-10,2023,DN37 0,DN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,NE28 9,NE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,dealer,1,0.5
2023-10,2023,LE67 5,LE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,NE61 3,NE,Ferrari,Ferrari,Ferrari Purosangue,Ferrari Purosangue,SUV,keep,1,1.0
2023-10,2023,NE61 3,NE,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2023-10,2023,NE61 3,NE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,NG7,NG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,dealer,1,0.5
2023-10,2023,NG7,NG,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,2,1.0
2023-10,2023,BH13 7,BH,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,BH14 8,BH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,SY22 6,SY,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,BH16 6,BH,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0043478260869565
2023-10,2023,TS14 6,TS,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Spectre,Rolls-Royce Spectre,Upper GT,keep,1,1.0
2023-10,2023,TW2,TW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,DL10 6,DL,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,OL11 5,OL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,SS6,SS,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,CV21 3,CV,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,GU25 4,GU,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,TN13 2,TN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,S11 9,S,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,S11 9,S,Ferrari,Ferrari,Ferrari Purosangue,Ferrari Purosangue,SUV,keep,1,1.0
2023-10,2023,SY11 4,SY,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,TF9,TF,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2023-10,2023,B90 4,B,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,dealer,1,0.8
2023-10,2023,UB9,UB,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2023-10,2023,DE65 5,DE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0
2023-10,2023,BS10 7,BS,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2023-10,2023,BS10 7,BS,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,dealer,1,0.8000000000000002
2023-10,2023,BS35 3,BS,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,G74 5,G,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,ML3,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren GT,McLaren GT,GT,dealer,1,0.8000000000000002
2023-10,2023,ML9,ML,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,NN13 7,NN,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,NN7,NN,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,PR5,PR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,SE1,SE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,AL5,AL,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,CO10 8,CO,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,ST15 0,ST,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,ST18 0,ST,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,ST13 6,ST,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,B94 5,B,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Spectre,Rolls-Royce Spectre,Upper GT,dealer,1,1.0
2023-10,2023,CV35 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,factory_hold,1,0.07142857142857142
2023-10,2023,CV35 9,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,2,2.0
2023-10,2023,IP5,IP,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Spectre,Rolls-Royce Spectre,Upper GT,keep,1,1.0
2023-10,2023,NE37 1,NE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,SA3,SA,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,SN3,SN,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,RH8,RH,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0
2023-10,2023,TF6,TF,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,CO7,CO,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,SO51 6,SO,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,SP11 0,SP,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,GL3,GL,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-10,2023,RM16 3,RM,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,RM17 5,RM,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-10,2023,ME19 4,ME,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,WA15 8,WA,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,TN2,TN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2023-10,2023,CM6,CM,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Spectre,Rolls-Royce Spectre,Upper GT,dealer,1,1.0
2023-10,2023,WF9,WF,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,WS2,WS,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,WS2,WS,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,WS9,WS,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,SW11 6,SW,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-10,2023,SW18 2,SW,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2023-10,2023,SW19 6,SW,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,SW8,SW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,WA2,WA,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,CV35 8,CV,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,GU8,GU,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-10,2023,TN5,TN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,dealer,1,0.8000000000000002
2023-10,2023,AL10 9,AL,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,dealer,1,0.5
2023-10,2023,AL10 9,AL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,1,0.5
2023-10,2023,AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,dealer,1,0.8000000000000002
2023-10,2023,AL6,AL,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,RG17 9,RG,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,DT9,DT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,OX29 6,OX,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,OX7,OX,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,SW1A 1,SW,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,SW1P 2,SW,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,finance,6,0.13636363636363635
2023-10,2023,SW1P 2,SW,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,finance,2,0.26666666666666666
2023-10,2023,SW1W 8,SW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,SW1X 7,SW,McLaren,McLaren: Ultimate/Super Srs,McLaren GT,McLaren GT,GT,keep,1,1.0
2023-10,2023,SW1X 7,SW,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Spectre,Rolls-Royce Spectre,Upper GT,keep,1,1.0
2023-10,2023,SW1Y 6,SW,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-10,2023,W1S 3,W,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,W1U 4,W,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,W1U 5,W,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,W9 1,W,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,BA14 6,BA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-10,2023,SN8,SN,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2023-10,2023,SO21 2,SO,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-10,2023,SL5,SL,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2023-10,2023,SL5,SL,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,SL5,SL,McLaren,McLaren: Ultimate/Super Srs,McLaren GT,McLaren GT,GT,dealer,1,1.0
2023-10,2023,SL5,SL,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,dealer,1,0.19999999999999993
2023-10,2023,RG40 3,RG,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,RG40 4,RG,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,WV13 3,WV,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-10,2023,WR2,WR,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-10,2023,WR3,WR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,WR9,WR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-10,2023,SL7,SL,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-10,2023,PR3,PR,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,AB15 4,AB,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,PO20 3,PO,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,PO22 6,PO,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,MK18 5,MK,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-11,2023,EN4,EN,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0105263157894737
2023-11,2023,EN5,EN,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,N20,N,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,N3 2,N,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-11,2023,S72,S,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-11,2023,S72,S,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-11,2023,CM12 9,CM,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,RG20 5,RG,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-11,2023,BA1,BA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,BA2,BA,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-11,2023,BT12 6,BT,Ferrari,Ferrari,Ferrari Purosangue,Ferrari Purosangue,SUV,dealer,1,1.0
2023-11,2023,BT9,BT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0
2023-11,2023,DA7,DA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,B24 9,B,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2023-11,2023,B24 9,B,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2023-11,2023,B74 2,B,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,B74 2,B,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,BB2,BB,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,BL5,BL,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,RG42 5,RG,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,RG42 5,RG,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2023-11,2023,BD1,BD,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,finance,1,1.0
2023-11,2023,BD17 5,BD,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,BS8,BS,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,BS9,BS,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,BS9,BS,Ferrari,Ferrari,Ferrari Purosangue,Ferrari Purosangue,SUV,keep,1,1.0
2023-11,2023,BR1,BR,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0107758620689655
2023-11,2023,BR3,BR,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-11,2023,BR6,BR,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,OL15 9,OL,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.099236641221374
2023-11,2023,OL15 9,OL,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,NW1,NW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,NW3,NW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0046189376443417
2023-11,2023,NW6,NW,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-11,2023,CT4,CT,Ferrari,Ferrari,Ferrari Purosangue,Ferrari Purosangue,SUV,keep,1,1.0
2023-11,2023,CF5,CF,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2023-11,2023,MK17 8,MK,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,LE12 8,LE,Ferrari,Ferrari,Ferrari 296,Ferrari 296,Core Supercar,keep,1,1.0018214936247722
2023-11,2023,LE12 8,LE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0043478260869565
2023-11,2023,CM1,CM,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,GL51 9,GL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,1,0.5
2023-11,2023,OX15 6,OX,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.135646687697161
2023-11,2023,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,factory_hold,5,0.066006600660066
2023-11,2023,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,factory_hold,7,0.0924092409240924
2023-11,2023,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,factory_hold,1,0.0132013201320132
2023-11,2023,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,factory_hold,2,0.0264026402640264
2023-11,2023,CW1,CW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,factory_hold,1,0.013888888888888888
